analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
france__batch_02,france,2,clean_sentence_011523,policy,"Si une minorité d'enseignants est très engagée et impulse réflexions, pratiques et échanges au sein des établissements comme des académies, une majorité d'enseignants semble encore sur la défensive, voire clairement réticente face à l'arrivée de l'IA dans le champ éducatif en raison de nombreuses inquiétudes, et notamment de craintes liées à un risque de dépossession de leurs gestes professionnels.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0029,france,1.4. Les pratiques des enseignants : des usages encore fortement individusdépendants avec une plus-value inégale,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_011307,policy,"l'utilisation pédagogique en classe des IA génératives par les élèves , limitée, encadrée, expliquée et accompagnée par l'enseignant, est autorisée en classe à partir de la 4 e .",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0017,france,Exercez votre esprit critique,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_015925,sentiment,"Ces chiffres dessinent une attente claire : les citoyens français ne réclament pas une sensibilisation, mais une véritable formation développant la capacité de comprendre l'IA, de situer son fonctionnement, ses effets et ses limites.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0013,france,Compétences à enseigner dans les modules sur l'IA,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_012477,policy,Analyse du contexte : le modèle sélectionne les concepts clés afin de produire une génération plus précise.,markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0013,france,Fonctionnement général d'un modèle génératif à partir d'un prompt utilisateur,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_015908,sentiment,"L'IA semble donc perçue comme un outil de progrès qui doit soigner, sous réserve de ne fragiliser ni les équilibres environnementaux ni la cohésion sociale.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0010,france,Opportunités perçues offertes par l'IA par secteur,8.0,S8,sentiment,False
france__batch_02,france,2,clean_sentence_015966,sentiment,"Proposition de règlement du parlement européen et du conseil établissant des règles en vue de prévenir et de combattre les abus sexuels sur enfants, n° 2022/0155, du 11 mai 2022 ; Voir également : Le Monde, « Chat Control » : le projet européen de surveillance des messageries largement abandonné , 31 oct.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0016,france,Former pour comprendre les usages et les impacts,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_012233,policy,"Un risque de renforcement des inégalités collectif, aux mathématiques et à l'informatique conduisant à reproduire le biais de sexe actuel dans l'orientation vers ces spécialisations ; - -un risque de décrochage international entre les pays qui ont d'ores et déjà mis en place des éléments de formation à l'IA et ceux qui tardent à le faire.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0128,france,3.2.2. Un risque de renforcement des inégalités,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_018625,sentiment,"Moreover, AI use is influenced by gender and age.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0001,france,[According to the Baromètre du numérique 2024](https://labo.societenumerique.gouv.fr/fr/articles/barom%C3%A8tre-du-num%C3%A9rique-2024-les-principaux-r%C3%A9sultats/),6.0,S6,sentiment,False
france__batch_02,france,2,clean_sentence_017903,sentiment,"Meeting the needs of digital mediators to tackle digital inequalities To meet the challenge of the social phenomenon of digital remoteness, we first need to identify the specific needs of digital mediators, by working with them to identify their needs in their local areas .",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0013,france,Meeting the needs of digital mediators to tackle digital inequalities,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_011254,policy,"Par ailleurs, l'utilisation de l'IA pose des questions éthiques, déontologiques et écologiques : biais et risques de reproduction voire d'amplification des stéréotypes et discriminations, risques d'inexactitudes voire de réponses fausses ( hallucinations ), risques de divulgation de données personnelles ou sensibles, risque environnemental d'une technologie fortement consommatrice en ressources matérielles, en eau et en énergie 1 , risque social avec le travail humain nécessaire à l'entraînement des modèles ( travailleurs du clic ), risques liés à l'utilisation de données protégées pour l'entraînement des modèles (propriété intellectuelle).",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0006,france,Des usages qui soulèvent des interrogations,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_018650,sentiment,Younger generations are clearly more optimistic than their elders about the impact of artificial intelligence.,markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0005,france,Perception des risques ou opportunités représentés par l'usage de l'IA,0.0,S0,sentiment,True
france__batch_02,france,2,clean_sentence_015958,sentiment,"Et Arendt a montré combien les dispositifs créés pour sécuriser peuvent devenir les instruments d'une surveillance installée au nom de la nécessité, par une succession de renoncements presque imperceptibles .",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0016,france,Former pour comprendre les usages et les impacts,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_015969,sentiment,Mais le texte révèle également ses limites.,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0017,france,Former pour comprendre les usages et les impacts,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_018624,sentiment,"This strong progression is accompanied by a high level of mistrust of these artificial intelligence tools for the majority of the population, although this mistrust is declining as personal use of these tools increases.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0001,france,[According to the Baromètre du numérique 2024](https://labo.societenumerique.gouv.fr/fr/articles/barom%C3%A8tre-du-num%C3%A9rique-2024-les-principaux-r%C3%A9sultats/),6.0,S6,sentiment,True
france__batch_02,france,2,clean_sentence_017899,sentiment,"As Denouël and Granjon (2023) point out, ""Digital mediators today need, in their initial and ""lifelong"" training, to acquire multidisciplinary knowledge enabling them to carry out an ever broader and more varied set of tasks that are evolving as the various spheres of activity become increasingly technologized"".",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0011,france,A professional sector to be structured,3.0,S3,sentiment,True
france__batch_02,france,2,clean_sentence_011234,policy,"DÉFINITIONS Ce document s'intéresse aux usages de l'IA définie comme tout service numérique fondé sur des algorithmes probabilistes, s'appuyant sur le traitement statistique de vastes ensembles de données sur lesquels ils sont entraînés et capables de produire des résultats comparables à ceux obtenus par une activité cognitive humaine.",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0003,france,DÉFINITIONS,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_017891,sentiment,The complementary nature of the work carried out by these professionals appears to be a key factor in avoiding the burden and responsibility for the smooth running of administrative procedures being shifted onto individuals.,markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0009,france,A necessary link between digital mediation and administrative mediation,6.0,S6,sentiment,True
france__batch_02,france,2,clean_sentence_014268,policy,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT Societies everywhere are being challenged by the spread of digital technologies.,markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0005,france,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT,8.0,P8,policy,True
france__batch_02,france,2,clean_sentence_005123,policy,■ La formation a eu un impact limité sur l'usage de l'IA .,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_011297,policy,"Renoncez aux IA grand public quand des données personnelles, confidentielles ou protégées par le droit d'auteur sont en jeu.",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0016,france,Soyez vigilant sur les données saisies dans les outils accessibles au grand public,2.0,P2,policy,False
france__batch_02,france,2,clean_sentence_012701,policy,Prepare the next generation of workers by equipping them with the most pertinent values and skills needed for living and working in the age of AI.,markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0009,france,2.1 The Beijing Consensus,3.0,P3,policy,True
france__batch_02,france,2,clean_sentence_012375,policy,"Le rôle de l'École, en relation avec l es collectivités, est de soutenir les familles pour améliorer l'équité d'accès et d'acculturation technologique.",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0002,france,Une approche éthique et respectueuse des valeurs de l'École,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_017904,sentiment,"In particular, we need to meet the initial and lifelong training needs of these professionals, based on multi-disciplinary training that will enable them to carry out a wide and varied range of tasks.",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0013,france,Meeting the needs of digital mediators to tackle digital inequalities,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_018631,sentiment,"Utilisation personnelle des outils d'IA dans le cadre de la vie professionnelle ou des études (par genre) Get the data · Created with Datawrapper Utilisation personnelle des outils d'IA dans le cadre de la vie privée (par genre) Get the data · Created with Datawrapper To shed some light on these findings, the authors of the survey mention two recent studies (see below) which indicate that, even when working in the same jobs, men are more likely to turn to artificial intelligence and ChatGPT than women.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0002,france,Utilisation personnelle des outils d'IA dans le cadre de la vie privée (par genre),6.0,S6,sentiment,True
france__batch_02,france,2,clean_sentence_012480,policy,Texte final formaté : le texte est assemblé et mis en forme.,markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0013,france,Fonctionnement général d'un modèle génératif à partir d'un prompt utilisateur,2.0,P2,policy,False
france__batch_02,france,2,clean_sentence_014288,policy,"D THE SCALE OF THE ECONOMIC CHALLENGE: THE WORRYING WEAKNESS OF FRANCE AND EUROPE the erosion of its market share, margins and value, but also the risk of being ousted by a new player ( disruption ) This prospect becomes more acute as AI systems become more accessible and more powerful What's more, our lag in the field of artificial intelligence undermines our sovereignty.",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0012,france,D THE SCALE OF THE ECONOMIC CHALLENGE: THE WORRYING WEAKNESS OF FRANCE AND EUROPE,8.0,P8,policy,True
france__batch_02,france,2,clean_sentence_015935,sentiment,Günther Anders décrivait ce qu'il appelait la « disproportion prométhéenne » : la technique progresse à une échelle et dans des environnements que l'imagination humaine peine à suivre .,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0014,france,"Bien que cet article constitue un point de départ important, il ne proclame aucun droit universel à la formation pour le grand public.",8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_011443,policy,Préoccupations et réserves Peu de répondants voient un risque que l'IA remplace certains aspects de leur travail.,"markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0019,france,Formations et freins,2.0,P2,policy,True
france__batch_02,france,2,clean_sentence_017896,sentiment,"Living in a commune where there is a digital mediation center boosts awareness of the various places where digital help can be obtained , and encourages people to perceive personal assistance in a dedicated place as a solution when digital difficulties arise.",markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0010,france,State of knowledge of digital mediation facilities,7.0,S7,sentiment,True
france__batch_02,france,2,clean_sentence_018929,sentiment,"Parmi les freins à la formation, les 'risques éthiques liés à l'IA' arrivent en tête des citations chez ceux qui ne souhaitent pas se former (43%).","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0004,france,4) Une génération familière et habituée à l'IA mais exigeante sur l'étique d'usage de tels outils,8.0,S8,sentiment,True
france__batch_02,france,2,clean_sentence_018647,sentiment,"Perception des risques ou opportunités représentés par l'usage de l'IA Get the data · Created with Datawrapper In all the fields assessed, men are more likely than women to perceive artificial intelligence as an opportunity rather than a threat.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0005,france,Perception des risques ou opportunités représentés par l'usage de l'IA,0.0,S0,sentiment,True
france__batch_02,france,2,clean_sentence_018643,sentiment,"Moreover, distrust of artificial intelligence increases with age.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0005,france,Perception des risques ou opportunités représentés par l'usage de l'IA,0.0,S0,sentiment,True
france__batch_03,france,3,clean_sentence_011821,policy,"Dans les établissements, c'est avant tout la remise en cause par l'IA des modalités actuelles de d'évaluation qui est soulignée par de nombreux enseignants.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0071,france,L'IA comme une aide à l'enseignant,2.0,P2,policy,True
france__batch_03,france,3,clean_sentence_014293,policy,"The amounts invested in AI in the United States are now 20 times greater than those invested in France For comparable wealth, we invest around three or four times less than the Americans, and the gap is likely to widen In the medium term, a structural increase in the allocation of savings to innovation is essential Proactive action must be taken quickly in this direction, for example with regard to tax incentives of life insurance, so that in a few years' time we will have a significantly increased capacity for financing In the short term, we propose the creation of a ""France & AI"" investment fund.",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0013,france,E INNOVATING TO CONTROL OUR FUTURE,8.0,P8,policy,True
france__batch_03,france,3,clean_sentence_012590,policy,Limites : Une IA générative peut générer des résultats erronés ou approximatifs ( confabulations ) voire inventer des sources.,markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0024,france,Atouts :,2.0,P2,policy,True
france__batch_03,france,3,clean_sentence_015820,sentiment,Une fracture avant tout cognitive L'étude permet de dépasser l'opposition simpliste entre 'technophobes' et 'technophiles'.,markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0004,france,Une fracture avant tout cognitive,8.0,S8,sentiment,True
france__batch_03,france,3,clean_sentence_005107,policy,L'utilisation de l'IA en éducation présente des avantages et des risques potentiels.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0001,france,EN RÉSUMÉ,2.0,P2,policy,True
france__batch_03,france,3,clean_sentence_018919,sentiment,"Sur l'ensemble des jeunes, les utilisations d'IA générative les plus cités sont la recherche et l'apprentissage (71%), 6 jeunes sur 10 citent la rédaction de textes, l'aide aux devoirs et le recours à l'IA par curiosité, et 5 sur 10 l'utilisent pour se confier et créer des d'images, vidéos ou de la musique.","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0002,france,2) Une utilité perçue très forte qui encourage l'utilisation de ces outils,8.0,S8,sentiment,True
france__batch_03,france,3,clean_sentence_011808,policy,"Personnalisation des apprentissages par l'IA L'Italie a lancé une expérimentation dans quatre régions à la rentrée 2024 pour stimuler les apprentissages dans toutes les disciplines, en s'adaptant au niveau des élèves.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0071,france,L'IA comme une aide à l'enseignant,2.0,P2,policy,False
france__batch_03,france,3,clean_sentence_012808,policy,It is therefore necessary to design systems that teachers can adapt to meet their needs.,markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0025,france,3.3 The explainability issue,3.0,P3,policy,True
france__batch_03,france,3,clean_sentence_014267,policy,"This ambition is achievable, given France's and Europe's strengths It's also realistic and affordable for our country: the ""AI plan"" we're proposing would represent 0 3% of total public spending The cost of inaction, on the other hand, would be very high We would forgo major economic and social gains, and risk a historic downgrade The question set before us is this one: which spending will enable France to take control of its future?",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0004,france,We propose six main lines of action:,8.0,P8,policy,True
france__batch_03,france,3,clean_sentence_015982,sentiment,"Renforcer la réglementation pour une IA éthique et sécurisée : 20 % en premier, 46 % au total.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0019,france,Actions prioritaires pour accompagner le développement de l'IA dans l'Union européenne,8.0,S8,sentiment,True
france__batch_03,france,3,clean_sentence_005099,policy,The comprehensive report above illustrates that France's strategy is multi-dimensional: encourage innovation through funding and strategic initiatives and concurrently build a robust framework of laws and ethics to steer AI development responsibly.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0034,france,Conclusion,6.0,P6,policy,True
france__batch_03,france,3,clean_sentence_018632,sentiment,""" According to these studies, women's lack of self-confidence could be partly responsible for this situation: women who don't use artificial intelligence more often than men indicate their need for training to use this new technology .",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0002,france,Utilisation personnelle des outils d'IA dans le cadre de la vie privée (par genre),6.0,S6,sentiment,True
france__batch_03,france,3,clean_sentence_005122,policy,"■ La formation n'a pas eu d' impact sur les perceptions liées à l'IA , excepté la facilité d'utilisation perçue de l'IA en Italie.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_03,france,3,clean_sentence_018644,sentiment,"Older people are more skeptical than younger ones: 70% of those aged 70 and over express distrust, compared with only 38% of 18-24 year-olds.",markdown/cleaned/sentiment/How do the French relate to artificial intelligence_ - Labo.md,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo,sentiment_original_how_do_the_french_relate_to_artificial_intelligence_labo_chunk_0005,france,Perception des risques ou opportunités représentés par l'usage de l'IA,0.0,S0,sentiment,False
france__batch_03,france,3,clean_sentence_012667,policy,"It gives rise to the 'Eliza effect', the tendency unintentionally project human traits into sequences computer-generated symbols.",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0004,france,Milestones in the history of AI,0.0,P0,policy,True
france__batch_03,france,3,clean_sentence_011429,policy,"Les réponses révèlent une crainte que l'IA remplace certain es fonctions pédagogiques essentielles, un risque perçu de creuser les écarts entre élèves (fractures entre les élèves, fractures entre les territoires) et des réserves sur l'efficacité de l'IA pour aider à évaluer les élèves.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0018,france,"Des personnels administratifs en établissement intéressé s mais en attente de cadre, d'outils et de formation",2.0,P2,policy,True
france__batch_03,france,3,clean_sentence_015818,sentiment,"Total effets négatifs : 37 % Car s'agissant de l'IA, la part des indécis est nettement plus élevée que pour le numérique : 1 français sur 7 ne parvient pas à avoir une opinion tranchée sur les effets de l'IA sur nos vies.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0003,france,Impact perçu de l'intelligence artificielle sur les entreprises françaises et la société française,8.0,S8,sentiment,False
france__batch_03,france,3,clean_sentence_017850,sentiment,Study documents PDF document Le rapport complet PDF document La note de synthèse PDF document Le schéma d'intervention de la médiation numérique Download the PDF [/ Download the PDF [/ Download the PDF [/ Growing need for digital support for the population The rise of digital technologies has brought about a major transformation of activities and processes in our societies over the last twenty years.,markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0002,france,Growing need for digital support for the population,6.0,S6,sentiment,True
france__batch_03,france,3,clean_sentence_005125,policy,"Après la formation, les enseignants de mathématiques déclarant un fort sentiment d'auto-efficacité ont un usage plus élevé des plateformes Kwyk et Vittasciences que les enseignants n'ayant pas suivi la formation.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,False
france__batch_03,france,3,clean_sentence_018925,sentiment,"Ce décalage illustre un réflexe de survie professionnelle : les jeunes anticipent que l'IA va transformer, voire menacer, l'emploi en général, mais estiment qu'individuellement, leur meilleure stratégie est de se positionner du côté des concepteurs plutôt que des impactés.","markdown/cleaned/sentiment/Les jeunes Français face à l’IA générative _ usages, perceptions et appétence pour les formations dédiées - Ifop Group.md",sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group,sentiment_original_les_jeunes_fran_ais_face_l_ia_g_n_rative_usages_perceptions_et_app_tence_pour_les_formations_d_di_es_ifop_group_chunk_0003,france,3) Les données révèlent une tension fascinante entre la perception macro-sociale de l'IA et les stratégies individuelles d'adaptation :,8.0,S8,sentiment,True
france__batch_03,france,3,clean_sentence_015975,sentiment,"Les principales réponses sont : - L’Union européenne doit faire du développement de l’IA un enjeu important, tout en veillant à une régulation stricte pour éviter les dérives : 52 %.",markdown/cleaned/sentiment/20251119-Les-Francais-lIA.md,sentiment_original_20251119_les_francais_lia,sentiment_original_20251119_les_francais_lia_chunk_0018,france,Position préférée des politiques publiques européennes face au développement de l'IA,8.0,S8,sentiment,True
