analysis_id,probe_of_analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_005123,policy,■ La formation a eu un impact limité sur l'usage de l'IA .,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_021582,sentiment,"Work that seemed just a bit too good, too polished, too full of American spellings to be real, started to appear on teachers' desks with increasing regularity.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ba.md,sentiment_synthetic_sentiment_public_sentiment_ba,sentiment_synthetic_sentiment_public_sentiment_ba_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,4.0,S4,sentiment,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_011443,policy,Préoccupations et réserves Peu de répondants voient un risque que l'IA remplace certains aspects de leur travail.,"markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0019,france,Formations et freins,2.0,P2,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_004908,policy,"In summary, the regulatory stance in France on IP and data use in AI seeks to strike a balance between protecting rights and enabling innovation.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0013,france,(III) Intellectual Property and Data Use in AI,6.0,P6,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020196,sentiment,"The preferred approach is careful implementation, clear guidance, practical support and continued human oversight.",markdown/synthetic/sentiment/mds/sentiment_press_release_as.md,sentiment_synthetic_sentiment_press_release_as,sentiment_synthetic_sentiment_press_release_as_chunk_0001,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020230,sentiment,"Their shares in percentages were Malta (), Czechia (), Romania (), Poland (), Kosovo (), North Macedonia (), Norway () and the Flemish region of Belgium ().",markdown/synthetic/sentiment/mds/sentiment_press_release_as.md,sentiment_synthetic_sentiment_press_release_as,sentiment_synthetic_sentiment_press_release_as_chunk_0004,synthetic_probe,Press release on artificial intelligence and education,3.0,S3,sentiment,False
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_014302,policy,"We consider that such an ecosystem is a powerful lever for innovation and can contribute to the security of AI systems and the development of benevolent uses, including countermeasures against malicious uses It also contributes to public confidence and the reduction of certain negative impacts of AI on individuals We therefore need to provide the ecosystem with legal certainty and quality data, as well as develop model inspection and evaluation capabilities Finally, to shape the future of AI, it is essential to free researchers up from administrative constraints: we recommend adopting the principle of an ""AI exception"" in public research.",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0018,france,F RELYING ON THE OPENNESS OF ARTIFICIAL INTELLIGENCE SYSTEMS,8.0,P8,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_012233,policy,"Un risque de renforcement des inégalités collectif, aux mathématiques et à l'informatique conduisant à reproduire le biais de sexe actuel dans l'orientation vers ces spécialisations ; - -un risque de décrochage international entre les pays qui ont d'ores et déjà mis en place des éléments de formation à l'IA et ceux qui tardent à le faire.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0128,france,3.2.2. Un risque de renforcement des inégalités,2.0,P2,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_004949,policy,Design rights protect aesthetic designs but again normally require a human designer to be entitled.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0018,france,(IV) Protection of AI-Generated Outputs,6.0,P6,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020948,sentiment,"I think this matters because in addition, some of the teachers spoke at length about Microsoft Teams and were very positive about the ability it gives them to monitor student progress through the analytics function, and how they used the software to provide individualised work to students.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ak.md,sentiment_synthetic_sentiment_public_sentiment_ak,sentiment_synthetic_sentiment_public_sentiment_ak_chunk_0001,synthetic_probe,Public views on AI tools and learning,1.0,S1,sentiment,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020956,sentiment,I am cautious because so I think it was great to have different maths teachers.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ak.md,sentiment_synthetic_sentiment_public_sentiment_ak,sentiment_synthetic_sentiment_public_sentiment_ak_chunk_0002,synthetic_probe,Public views on AI tools and learning,,nan,nan,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_011234,policy,"DÉFINITIONS Ce document s'intéresse aux usages de l'IA définie comme tout service numérique fondé sur des algorithmes probabilistes, s'appuyant sur le traitement statistique de vastes ensembles de données sur lesquels ils sont entraînés et capables de produire des résultats comparables à ceux obtenus par une activité cognitive humaine.",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0003,france,DÉFINITIONS,2.0,P2,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020210,sentiment,"Public confidence depends on public confidence, classroom practice and AI tools.",markdown/synthetic/sentiment/mds/sentiment_press_release_as.md,sentiment_synthetic_sentiment_press_release_as,sentiment_synthetic_sentiment_press_release_as_chunk_0002,synthetic_probe,Press release on artificial intelligence and education,3.0,S3,sentiment,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020223,sentiment,"Public confidence depends on public policy, human oversight and responsible use.",markdown/synthetic/sentiment/mds/sentiment_press_release_as.md,sentiment_synthetic_sentiment_press_release_as,sentiment_synthetic_sentiment_press_release_as_chunk_0003,synthetic_probe,Press release on artificial intelligence and education,4.0,S4,sentiment,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_012701,policy,Prepare the next generation of workers by equipping them with the most pertinent values and skills needed for living and working in the age of AI.,markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0009,france,2.1 The Beijing Consensus,3.0,P3,policy,True
france__batch_02__synthetic_probe,france__batch_02,france,2,clean_sentence_020323,sentiment,"Implications: This imbues the discourse with a compelling pro-AI stance, potentially catalysing broader public endorsement, hastened adoption in healthcare settings, and increased investment in medical AI research.",markdown/synthetic/sentiment/mds/sentiment_press_release_av.md,sentiment_synthetic_sentiment_press_release_av,sentiment_synthetic_sentiment_press_release_av_chunk_0001,synthetic_probe,Press release on public confidence and AI in learning,6.0,S6,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019842,sentiment,This invariably raises existential questions concerning the intrinsic worth of human endeavour in a rapidly mechanising landscape.,markdown/synthetic/sentiment/mds/sentiment_press_release_aj.md,sentiment_synthetic_sentiment_press_release_aj,sentiment_synthetic_sentiment_press_release_aj_chunk_0001,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019787,sentiment,Research participants highlighted the urgent need for the development of AI literacy among students.,markdown/synthetic/sentiment/mds/sentiment_press_release_ah.md,sentiment_synthetic_sentiment_press_release_ah,sentiment_synthetic_sentiment_press_release_ah_chunk_0003,synthetic_probe,Press release on digital education and responsible AI,3.0,S3,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012894,policy,Highlight benefits such as personalised learning and challenges such as the need to acquire new skills.,markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0034,france,Response,3.0,P3,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_014293,policy,"The amounts invested in AI in the United States are now 20 times greater than those invested in France For comparable wealth, we invest around three or four times less than the Americans, and the gap is likely to widen In the medium term, a structural increase in the allocation of savings to innovation is essential Proactive action must be taken quickly in this direction, for example with regard to tax incentives of life insurance, so that in a few years' time we will have a significantly increased capacity for financing In the short term, we propose the creation of a ""France & AI"" investment fund.",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0013,france,E INNOVATING TO CONTROL OUR FUTURE,8.0,P8,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019839,sentiment,"Public confidence depends on trust and transparency, classroom practice and student support.",markdown/synthetic/sentiment/mds/sentiment_press_release_aj.md,sentiment_synthetic_sentiment_press_release_aj,sentiment_synthetic_sentiment_press_release_aj_chunk_0001,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019861,sentiment,"Public confidence depends on negative effects, assessment and academic integrity and public confidence.",markdown/synthetic/sentiment/mds/sentiment_press_release_aj.md,sentiment_synthetic_sentiment_press_release_aj,sentiment_synthetic_sentiment_press_release_aj_chunk_0003,synthetic_probe,Press release on artificial intelligence and education,3.0,S3,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019780,sentiment,The learning materials were complemented with two webinars (online) and two faceto-face sessions.,markdown/synthetic/sentiment/mds/sentiment_press_release_ah.md,sentiment_synthetic_sentiment_press_release_ah,sentiment_synthetic_sentiment_press_release_ah_chunk_0002,synthetic_probe,Press release on digital education and responsible AI,5.0,S5,sentiment,False
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_011325,policy,"En abordant l'IA comme un enjeu transdisciplinaire, cela peut permettre de renforcer l'attractivité de l'informatique et des matières scientifique s pour les filles.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0002,france,Un besoin rapide de formation à tous les niveaux pour une prise en main raisonnée de l'IA en éducation,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012590,policy,Limites : Une IA générative peut générer des résultats erronés ou approximatifs ( confabulations ) voire inventer des sources.,markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0024,france,Atouts :,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_014267,policy,"This ambition is achievable, given France's and Europe's strengths It's also realistic and affordable for our country: the ""AI plan"" we're proposing would represent 0 3% of total public spending The cost of inaction, on the other hand, would be very high We would forgo major economic and social gains, and risk a historic downgrade The question set before us is this one: which spending will enable France to take control of its future?",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0004,france,We propose six main lines of action:,8.0,P8,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019767,sentiment,"Public confidence depends on public confidence, digital education and responsible use.",markdown/synthetic/sentiment/mds/sentiment_press_release_ah.md,sentiment_synthetic_sentiment_press_release_ah,sentiment_synthetic_sentiment_press_release_ah_chunk_0001,synthetic_probe,Press release on digital education and responsible AI,1.0,S1,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019938,sentiment,"Public confidence depends on digital skills, positive effects and generative AI.",markdown/synthetic/sentiment/mds/sentiment_press_release_al.md,sentiment_synthetic_sentiment_press_release_al,sentiment_synthetic_sentiment_press_release_al_chunk_0003,synthetic_probe,Press release on digital education and responsible AI,3.0,S3,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_005107,policy,L'utilisation de l'IA en éducation présente des avantages et des risques potentiels.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0001,france,EN RÉSUMÉ,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019833,sentiment,"However, some of them were less confident that they would find it easy to get the AI tools to do what they wanted them to do.",markdown/synthetic/sentiment/mds/sentiment_press_release_aj.md,sentiment_synthetic_sentiment_press_release_aj,sentiment_synthetic_sentiment_press_release_aj_chunk_0001,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,False
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_004952,policy,"This has practical implications: industries using generative AI must carefully document human contributions or creative choices in the process if they wish to claim IP rights, or else accept that the output might not be protectable and could potentially be freely used by others.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0018,france,(IV) Protection of AI-Generated Outputs,6.0,P6,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019941,sentiment,"The YAP discussed how AI could be good for their health in lots of ways, be it designing a personalised fitness and nutrition plan, or seeking support for their mental health.",markdown/synthetic/sentiment/mds/sentiment_press_release_al.md,sentiment_synthetic_sentiment_press_release_al,sentiment_synthetic_sentiment_press_release_al_chunk_0004,synthetic_probe,Press release on digital education and responsible AI,0.0,S0,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_021214,sentiment,The widespread optimism regarding medical and educational advancements should prompt a policy emphasis on ethical AI development within these domains.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ar.md,sentiment_synthetic_sentiment_public_sentiment_ar,sentiment_synthetic_sentiment_public_sentiment_ar_chunk_0001,synthetic_probe,Public views on AI literacy and digital education,6.0,S6,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_011233,policy,"Si l'IA constitue un enjeu et un apport potentiel pour l'éducation, elle doit néanmoins être utilisée dans le respect d'un cadre éthique et juridique, de manière consciente et raisonnée alors que les outils disponibles actuellement sont majoritairement non souverains, non libres, opaques dans leur fonctionnement et leurs données d'entraînement, et consommateurs en ressources et en énergie.",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0002,france,POURQUOI UN CADRE D'USAGE DE L'IA EN ÉDUCATION ?,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012399,policy,"Pour les formateurs, utiliser les outils d'intelligence artificielle est une aide à la conception de formations hybrides ..",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0006,france,Cadrage national,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012424,policy,"; - les données anonymes et non confidentielles Exemple : support de cours, image d'illustration, information légale ou réglementaire, etc.",markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0008,france,Quelles sont les catégories de fournisseurs de service ?,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_011821,policy,"Dans les établissements, c'est avant tout la remise en cause par l'IA des modalités actuelles de d'évaluation qui est soulignée par de nombreux enseignants.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0071,france,L'IA comme une aide à l'enseignant,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019840,sentiment,"Job Security Discourse: The lexicon deployed within this thematic concern is saturated with affective terms such as 'unemployment,' 'job insecurity,' and 'redundancy,' amplifying the level of exigency surrounding the issue.",markdown/synthetic/sentiment/mds/sentiment_press_release_aj.md,sentiment_synthetic_sentiment_press_release_aj,sentiment_synthetic_sentiment_press_release_aj_chunk_0001,synthetic_probe,Press release on artificial intelligence and education,6.0,S6,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012608,policy,Partager : diffuser les bonnes pratiques et les retours d'expérience.,markdown/cleaned/policy/france/L’intelligence artificielle en éducation  - Cadre d’usage et de confiance.md,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance_chunk_0027,france,Étapes pour intégrer des solutions d'IA en établissement,2.0,P2,policy,False
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_011284,policy,"Formation et pratiques professionnelles la 4 e ), en veillant à développer l'esprit critique des élèves sur ces technologies et leur utilisation (enjeux, potentialités, recommandations pour la rédaction des requêtes, limites et risques) ; - se voit proposer une démarche de formation et de développement professionnel sur l'IA et son usage pédagogique 11 .",markdown/cleaned/policy/france/l-ia-en-ducation---cadre-d-usage.md,policy_l_ia_en_ducation_cadre_d_usage,policy_l_ia_en_ducation_cadre_d_usage_chunk_0014,france,Formation et pratiques professionnelles,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_005099,policy,The comprehensive report above illustrates that France's strategy is multi-dimensional: encourage innovation through funding and strategic initiatives and concurrently build a robust framework of laws and ethics to steer AI development responsibly.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0034,france,Conclusion,6.0,P6,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_011429,policy,"Les réponses révèlent une crainte que l'IA remplace certain es fonctions pédagogiques essentielles, un risque perçu de creuser les écarts entre élèves (fractures entre les élèves, fractures entre les territoires) et des réserves sur l'efficacité de l'IA pour aider à évaluer les élèves.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0018,france,"Des personnels administratifs en établissement intéressé s mais en attente de cadre, d'outils et de formation",2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012984,policy,"One guide produced by (Herft, 2023), an Australian teacher, and translated into French, proposes a series of examples of instructions to enter to make it a teaching and learning assistant.",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0049,france,What are the educational opportunties?,0.0,P0,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012808,policy,It is therefore necessary to design systems that teachers can adapt to meet their needs.,markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0025,france,3.3 The explainability issue,3.0,P3,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_005122,policy,"■ La formation n'a pas eu d' impact sur les perceptions liées à l'IA , excepté la facilité d'utilisation perçue de l'IA en Italie.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_021224,sentiment,I am cautious because 'It's true that I think they teachers are going to have to learn to re-examine their methods and make a transformation in the way they teach.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ar.md,sentiment_synthetic_sentiment_public_sentiment_ar,sentiment_synthetic_sentiment_public_sentiment_ar_chunk_0002,synthetic_probe,Public views on AI literacy and digital education,5.0,S5,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_011808,policy,"Personnalisation des apprentissages par l'IA L'Italie a lancé une expérimentation dans quatre régions à la rentrée 2024 pour stimuler les apprentissages dans toutes les disciplines, en s'adaptant au niveau des élèves.","markdown/cleaned/policy/france/L’intelligence artificielle dans les  établissements scolaires, sur le plan  administratif et pédagogique.md",policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique_chunk_0071,france,L'IA comme une aide à l'enseignant,2.0,P2,policy,False
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_021247,sentiment,"The public discussion should recognise that the research presented in this report was co-funded by the European Commission's Joint Research Centre and the Directorate-General for Education, Youth, Sport and Culture (Nº JRC SEV--NFP // EAC--).",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ar.md,sentiment_synthetic_sentiment_public_sentiment_ar,sentiment_synthetic_sentiment_public_sentiment_ar_chunk_0004,synthetic_probe,Public views on AI literacy and digital education,3.0,S3,sentiment,False
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_014289,policy,"Weak control of technology effectively implies a one-way dependence on other countries In the privatized and ever-evolving field of AI, public power appears largely outmatched, limiting our collective ability to make choices aligned with our values and interests This weakness in French innovation can be explained by a number of factors.",markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,policy_our_ai_our_ambition_for_france,policy_our_ai_our_ambition_for_france_chunk_0012,france,D THE SCALE OF THE ECONOMIC CHALLENGE: THE WORRYING WEAKNESS OF FRANCE AND EUROPE,8.0,P8,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_005126,policy,Pistes pour soutenir l'usage de l'IA dans l'éducation basées sur les retours des enseignants et des chefs d'établissement - ■ Offrir des opportunités de formation à l'IA aux enseignants : privilégier des pistes pratiques aux apports théoriques et favoriser les interactions avec les formateurs et entre pairs.,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019789,sentiment,"Participants mentioned that AI literacy should include examples of effective and constructive use of GenAI, promoting self-regulation and autonomy.",markdown/synthetic/sentiment/mds/sentiment_press_release_ah.md,sentiment_synthetic_sentiment_press_release_ah,sentiment_synthetic_sentiment_press_release_ah_chunk_0003,synthetic_probe,Press release on digital education and responsible AI,3.0,S3,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_004837,policy,"Ambitious targets have been set, such as assisting 400 small and mid-size enterprises in adopting AI by 2025 and training at least 3,500 new AI specialists (including 1,500 at the master's level and 200 PhDs per year) to expand France's talent pipeline.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,policy_ai_policy_and_regulations_of_france_comprehensive_report,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0006,france,(II) French Government's AI Action Plan,6.0,P6,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019927,sentiment,"In general, these documents contained mostly recommendations and orientation, explaining what GenAI is, provide examples of usage scenarios for learning and teaching and discuss some risks and challenges.",markdown/synthetic/sentiment/mds/sentiment_press_release_al.md,sentiment_synthetic_sentiment_press_release_al,sentiment_synthetic_sentiment_press_release_al_chunk_0002,synthetic_probe,Press release on digital education and responsible AI,1.0,S1,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_012667,policy,"It gives rise to the 'Eliza effect', the tendency unintentionally project human traits into sequences computer-generated symbols.",markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0004,france,Milestones in the history of AI,0.0,P0,policy,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_005125,policy,"Après la formation, les enseignants de mathématiques déclarant un fort sentiment d'auto-efficacité ont un usage plus élevé des plateformes Kwyk et Vittasciences que les enseignants n'ayant pas suivi la formation.",markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report_FR.md,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr,policy_ai_policy_and_regulations_of_france_comprehensive_report_fr_chunk_0003,france,SYNTHÈSE DES RÉSULTATS,2.0,P2,policy,False
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019766,sentiment,Some argued that the increasing use of AI and automation of the youth sector has already led to social isolation of those who might already have been digitally and socially excluded.,markdown/synthetic/sentiment/mds/sentiment_press_release_ah.md,sentiment_synthetic_sentiment_press_release_ah,sentiment_synthetic_sentiment_press_release_ah_chunk_0001,synthetic_probe,Press release on digital education and responsible AI,1.0,S1,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019940,sentiment,"Public confidence depends on human oversight, fair access and responsible use.",markdown/synthetic/sentiment/mds/sentiment_press_release_al.md,sentiment_synthetic_sentiment_press_release_al,sentiment_synthetic_sentiment_press_release_al_chunk_0004,synthetic_probe,Press release on digital education and responsible AI,0.0,S0,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_019910,sentiment,"Teacher responses on whether they plan to use AI in the following settings in the next five years Public confidence depends on responsible use, generative AI and public confidence.",markdown/synthetic/sentiment/mds/sentiment_press_release_al.md,sentiment_synthetic_sentiment_press_release_al,sentiment_synthetic_sentiment_press_release_al_chunk_0001,synthetic_probe,Press release on digital education and responsible AI,7.0,S7,sentiment,True
france__batch_03__synthetic_probe,france__batch_03,france,3,clean_sentence_021226,sentiment,"The students, because they'll learn to use it and understand it, since I think it's going to be something common in daily life in just a few years.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ar.md,sentiment_synthetic_sentiment_public_sentiment_ar,sentiment_synthetic_sentiment_public_sentiment_ar_chunk_0002,synthetic_probe,Public views on AI literacy and digital education,5.0,S5,sentiment,True
