source_topic_space,source_topic,source_topic_code,mean_coverage_deficit,low_coverage_share,claims,direction,iteration
policy,0,P0,0.38617182,0.15315315315315314,111,policy_to_sentiment,41
policy,1,P1,0.36880672,0.10526315789473684,57,policy_to_sentiment,41
policy,2,P2,0.3686079,0.175,40,policy_to_sentiment,41
policy,3,P3,0.30695975,0.0,89,policy_to_sentiment,41
policy,4,P4,0.36829183,0.13043478260869565,46,policy_to_sentiment,41
policy,5,P5,0.36320186,0.06481481481481481,108,policy_to_sentiment,41
policy,6,P6,0.37317914,0.18309859154929578,142,policy_to_sentiment,41
policy,7,P7,0.33493143,0.06451612903225806,93,policy_to_sentiment,41
policy,8,P8,0.38367632,0.18666666666666668,75,policy_to_sentiment,41
sentiment,0,S0,0.38687566,0.15942028985507245,69,sentiment_to_policy,41
sentiment,1,S1,0.3588352,0.08695652173913043,138,sentiment_to_policy,41
sentiment,2,S2,0.41654754,0.061224489795918366,49,sentiment_to_policy,41
sentiment,3,S3,0.34003788,0.07727272727272727,220,sentiment_to_policy,41
sentiment,4,S4,0.35764298,0.0673076923076923,104,sentiment_to_policy,41
sentiment,5,S5,0.36217278,0.12345679012345678,81,sentiment_to_policy,41
sentiment,6,S6,0.39543703,0.15217391304347827,46,sentiment_to_policy,41
sentiment,7,S7,0.4296158,0.3333333333333333,39,sentiment_to_policy,41
sentiment,8,S8,0.40092218,0.13333333333333333,15,sentiment_to_policy,41
policy,0,P0,0.38275784,0.14634146341463414,123,policy_to_sentiment,42
policy,1,P1,0.36059624,0.1509433962264151,53,policy_to_sentiment,42
policy,2,P2,0.37111694,0.15384615384615385,39,policy_to_sentiment,42
policy,3,P3,0.30524203,0.010526315789473684,95,policy_to_sentiment,42
policy,4,P4,0.35926992,0.05714285714285714,35,policy_to_sentiment,42
policy,5,P5,0.3650454,0.09375,96,policy_to_sentiment,42
policy,6,P6,0.36788934,0.1328125,128,policy_to_sentiment,42
policy,7,P7,0.32117644,0.06306306306306306,111,policy_to_sentiment,42
policy,8,P8,0.37925658,0.14814814814814814,81,policy_to_sentiment,42
sentiment,0,S0,0.3828491,0.2028985507246377,69,sentiment_to_policy,42
sentiment,1,S1,0.3549299,0.09420289855072464,138,sentiment_to_policy,42
sentiment,2,S2,0.41566834,0.061224489795918366,49,sentiment_to_policy,42
sentiment,3,S3,0.338882,0.09090909090909091,220,sentiment_to_policy,42
sentiment,4,S4,0.3558411,0.04807692307692308,104,sentiment_to_policy,42
sentiment,5,S5,0.36307204,0.12345679012345678,81,sentiment_to_policy,42
sentiment,6,S6,0.40294364,0.21739130434782608,46,sentiment_to_policy,42
sentiment,7,S7,0.44290766,0.38461538461538464,39,sentiment_to_policy,42
sentiment,8,S8,0.389736,0.06666666666666667,15,sentiment_to_policy,42
policy,0,P0,0.37523985,0.11538461538461539,130,policy_to_sentiment,43
policy,1,P1,0.35936028,0.13725490196078433,51,policy_to_sentiment,43
policy,2,P2,0.35750464,0.11627906976744186,43,policy_to_sentiment,43
policy,3,P3,0.30782813,0.0,92,policy_to_sentiment,43
policy,4,P4,0.39026567,0.1891891891891892,37,policy_to_sentiment,43
policy,5,P5,0.35713658,0.07368421052631578,95,policy_to_sentiment,43
policy,6,P6,0.3609304,0.11290322580645161,124,policy_to_sentiment,43
policy,7,P7,0.33900452,0.10714285714285714,112,policy_to_sentiment,43
policy,8,P8,0.39357868,0.22077922077922077,77,policy_to_sentiment,43
sentiment,0,S0,0.38339138,0.14492753623188406,69,sentiment_to_policy,43
sentiment,1,S1,0.36213362,0.08695652173913043,138,sentiment_to_policy,43
sentiment,2,S2,0.43476167,0.14285714285714285,49,sentiment_to_policy,43
sentiment,3,S3,0.34301463,0.08636363636363636,220,sentiment_to_policy,43
sentiment,4,S4,0.36004585,0.057692307692307696,104,sentiment_to_policy,43
sentiment,5,S5,0.36413056,0.1111111111111111,81,sentiment_to_policy,43
sentiment,6,S6,0.39800632,0.17391304347826086,46,sentiment_to_policy,43
sentiment,7,S7,0.4408268,0.38461538461538464,39,sentiment_to_policy,43
sentiment,8,S8,0.4027524,0.13333333333333333,15,sentiment_to_policy,43
policy,0,P0,0.3783706,0.12844036697247707,109,policy_to_sentiment,44
policy,1,P1,0.36750275,0.16666666666666666,54,policy_to_sentiment,44
policy,2,P2,0.35372624,0.029411764705882353,34,policy_to_sentiment,44
policy,3,P3,0.30822238,0.02912621359223301,103,policy_to_sentiment,44
policy,4,P4,0.3659875,0.09523809523809523,42,policy_to_sentiment,44
policy,5,P5,0.35717288,0.10465116279069768,86,policy_to_sentiment,44
policy,6,P6,0.37968874,0.19285714285714287,140,policy_to_sentiment,44
policy,7,P7,0.32624254,0.06666666666666667,105,policy_to_sentiment,44
policy,8,P8,0.389722,0.22727272727272727,88,policy_to_sentiment,44
sentiment,0,S0,0.3794615,0.18840579710144928,69,sentiment_to_policy,44
sentiment,1,S1,0.36071023,0.10144927536231885,138,sentiment_to_policy,44
sentiment,2,S2,0.41973066,0.12244897959183673,49,sentiment_to_policy,44
sentiment,3,S3,0.33539537,0.07272727272727272,220,sentiment_to_policy,44
sentiment,4,S4,0.35348618,0.057692307692307696,104,sentiment_to_policy,44
sentiment,5,S5,0.36595416,0.12345679012345678,81,sentiment_to_policy,44
sentiment,6,S6,0.39850512,0.2391304347826087,46,sentiment_to_policy,44
sentiment,7,S7,0.43754637,0.358974358974359,39,sentiment_to_policy,44
sentiment,8,S8,0.39115962,0.06666666666666667,15,sentiment_to_policy,44
policy,0,P0,0.37354562,0.16806722689075632,119,policy_to_sentiment,45
policy,1,P1,0.3777681,0.13725490196078433,51,policy_to_sentiment,45
policy,2,P2,0.35652974,0.058823529411764705,34,policy_to_sentiment,45
policy,3,P3,0.31993964,0.024793388429752067,121,policy_to_sentiment,45
policy,4,P4,0.3770769,0.1282051282051282,39,policy_to_sentiment,45
policy,5,P5,0.37071905,0.08823529411764706,102,policy_to_sentiment,45
policy,6,P6,0.3585134,0.12781954887218044,133,policy_to_sentiment,45
policy,7,P7,0.34698248,0.11764705882352941,85,policy_to_sentiment,45
policy,8,P8,0.3871305,0.22077922077922077,77,policy_to_sentiment,45
sentiment,0,S0,0.3829689,0.15942028985507245,69,sentiment_to_policy,45
sentiment,1,S1,0.3608944,0.07971014492753623,138,sentiment_to_policy,45
sentiment,2,S2,0.40951267,0.04081632653061224,49,sentiment_to_policy,45
sentiment,3,S3,0.3396212,0.06818181818181818,220,sentiment_to_policy,45
sentiment,4,S4,0.35974577,0.08653846153846154,104,sentiment_to_policy,45
sentiment,5,S5,0.36448917,0.12345679012345678,81,sentiment_to_policy,45
sentiment,6,S6,0.40400994,0.17391304347826086,46,sentiment_to_policy,45
sentiment,7,S7,0.44238573,0.358974358974359,39,sentiment_to_policy,45
sentiment,8,S8,0.39172667,0.06666666666666667,15,sentiment_to_policy,45
policy,0,P0,0.36995262,0.11504424778761062,113,policy_to_sentiment,46
policy,1,P1,0.36322793,0.10869565217391304,46,policy_to_sentiment,46
policy,2,P2,0.36326772,0.16666666666666666,36,policy_to_sentiment,46
policy,3,P3,0.30424368,0.03125,96,policy_to_sentiment,46
policy,4,P4,0.36063173,0.1111111111111111,45,policy_to_sentiment,46
policy,5,P5,0.36352816,0.06542056074766354,107,policy_to_sentiment,46
policy,6,P6,0.37534434,0.12949640287769784,139,policy_to_sentiment,46
policy,7,P7,0.35356617,0.10476190476190476,105,policy_to_sentiment,46
policy,8,P8,0.38276196,0.16216216216216217,74,policy_to_sentiment,46
sentiment,0,S0,0.385906,0.17391304347826086,69,sentiment_to_policy,46
sentiment,1,S1,0.36644915,0.10869565217391304,138,sentiment_to_policy,46
sentiment,2,S2,0.4255257,0.08163265306122448,49,sentiment_to_policy,46
sentiment,3,S3,0.34142467,0.07727272727272727,220,sentiment_to_policy,46
sentiment,4,S4,0.35883933,0.057692307692307696,104,sentiment_to_policy,46
sentiment,5,S5,0.3667916,0.13580246913580246,81,sentiment_to_policy,46
sentiment,6,S6,0.40625426,0.1956521739130435,46,sentiment_to_policy,46
sentiment,7,S7,0.44652715,0.358974358974359,39,sentiment_to_policy,46
sentiment,8,S8,0.40403923,0.0,15,sentiment_to_policy,46
policy,0,P0,0.36908707,0.09009009009009009,111,policy_to_sentiment,47
policy,1,P1,0.3746738,0.21052631578947367,57,policy_to_sentiment,47
policy,2,P2,0.35725802,0.05405405405405406,37,policy_to_sentiment,47
policy,3,P3,0.3031983,0.009900990099009901,101,policy_to_sentiment,47
policy,4,P4,0.37773338,0.10909090909090909,55,policy_to_sentiment,47
policy,5,P5,0.3671742,0.08433734939759036,83,policy_to_sentiment,47
policy,6,P6,0.36429936,0.1417910447761194,134,policy_to_sentiment,47
policy,7,P7,0.3346024,0.07407407407407407,108,policy_to_sentiment,47
policy,8,P8,0.4067651,0.24,75,policy_to_sentiment,47
sentiment,0,S0,0.38573086,0.15942028985507245,69,sentiment_to_policy,47
sentiment,1,S1,0.36574608,0.08695652173913043,138,sentiment_to_policy,47
sentiment,2,S2,0.4205267,0.061224489795918366,49,sentiment_to_policy,47
sentiment,3,S3,0.339232,0.07272727272727272,220,sentiment_to_policy,47
sentiment,4,S4,0.35496745,0.057692307692307696,104,sentiment_to_policy,47
sentiment,5,S5,0.36305943,0.09876543209876543,81,sentiment_to_policy,47
sentiment,6,S6,0.40345216,0.2608695652173913,46,sentiment_to_policy,47
sentiment,7,S7,0.44050866,0.38461538461538464,39,sentiment_to_policy,47
sentiment,8,S8,0.39316893,0.06666666666666667,15,sentiment_to_policy,47
policy,0,P0,0.38062027,0.14728682170542637,129,policy_to_sentiment,48
policy,1,P1,0.35866544,0.16666666666666666,48,policy_to_sentiment,48
policy,2,P2,0.35132948,0.05714285714285714,35,policy_to_sentiment,48
policy,3,P3,0.30864128,0.03125,96,policy_to_sentiment,48
policy,4,P4,0.35942894,0.08333333333333333,36,policy_to_sentiment,48
policy,5,P5,0.3625913,0.08791208791208792,91,policy_to_sentiment,48
policy,6,P6,0.34400025,0.0547945205479452,146,policy_to_sentiment,48
policy,7,P7,0.34529075,0.11764705882352941,102,policy_to_sentiment,48
policy,8,P8,0.40186968,0.24358974358974358,78,policy_to_sentiment,48
sentiment,0,S0,0.3816238,0.14492753623188406,69,sentiment_to_policy,48
sentiment,1,S1,0.36381397,0.09420289855072464,138,sentiment_to_policy,48
sentiment,2,S2,0.41753688,0.08163265306122448,49,sentiment_to_policy,48
sentiment,3,S3,0.34667382,0.07272727272727272,220,sentiment_to_policy,48
sentiment,4,S4,0.35939693,0.0673076923076923,104,sentiment_to_policy,48
sentiment,5,S5,0.36675698,0.1111111111111111,81,sentiment_to_policy,48
sentiment,6,S6,0.40564534,0.2608695652173913,46,sentiment_to_policy,48
sentiment,7,S7,0.4360572,0.3333333333333333,39,sentiment_to_policy,48
sentiment,8,S8,0.40048906,0.06666666666666667,15,sentiment_to_policy,48
policy,0,P0,0.37344137,0.13157894736842105,114,policy_to_sentiment,49
policy,1,P1,0.3857291,0.19672131147540983,61,policy_to_sentiment,49
policy,2,P2,0.3352747,0.0625,32,policy_to_sentiment,49
policy,3,P3,0.30811772,0.0449438202247191,89,policy_to_sentiment,49
policy,4,P4,0.3717543,0.08333333333333333,36,policy_to_sentiment,49
policy,5,P5,0.35961255,0.0970873786407767,103,policy_to_sentiment,49
policy,6,P6,0.35932958,0.10852713178294573,129,policy_to_sentiment,49
policy,7,P7,0.34999552,0.10377358490566038,106,policy_to_sentiment,49
policy,8,P8,0.3731816,0.17582417582417584,91,policy_to_sentiment,49
sentiment,0,S0,0.3829417,0.18840579710144928,69,sentiment_to_policy,49
sentiment,1,S1,0.3529667,0.07246376811594203,138,sentiment_to_policy,49
sentiment,2,S2,0.40222716,0.04081632653061224,49,sentiment_to_policy,49
sentiment,3,S3,0.33798036,0.06818181818181818,220,sentiment_to_policy,49
sentiment,4,S4,0.3574883,0.0673076923076923,104,sentiment_to_policy,49
sentiment,5,S5,0.36571229,0.13580246913580246,81,sentiment_to_policy,49
sentiment,6,S6,0.4054184,0.21739130434782608,46,sentiment_to_policy,49
sentiment,7,S7,0.43706337,0.3333333333333333,39,sentiment_to_policy,49
sentiment,8,S8,0.40022513,0.06666666666666667,15,sentiment_to_policy,49
