cause_topic,cause_topic_code,relation_type,effect_topic,effect_topic_code,signed_gap,absolute_gap,evidence_rank_score,policy_sources,sentiment_sources,evidence_corpus,frame_id,chunk_id,doc_id,source_file,heading_context,frame_sentence,cause_span,relation_cue,effect_span,frame_quality,cause_assignment_method,effect_assignment_method,analysis_weight
8,P8,enables_or_supports,6,P6,0.009060299708631323,0.009060299708631323,0.02566976203564291,15,1,policy,policy_frame_00096,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en_chunk_0001,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en,markdown/cleaned/policy/ireland/2026-01-20_opening-statement-sile-maguire-director-general-of-corporate-services-division-et-al-department-of-foreign-affairs-and-trade_en.md,Opening Statement,"The Department works to protect and promote peace on our island; support our diaspora communities; ensure active and principled membership of the UN, the EU and other international fora; deliver a high-quality international development programme; and expand Ireland's presence and influence abroad so as to underpin prosperity and security at home.",expand Ireland's presence and influence abroad,so as to,underpin prosperity and security at home.,0.6595714285714285,document_nmf_fallback,hybrid_span_projection,0.02811186844712284
8,P8,enables_or_supports,6,P6,0.009060299708631323,0.009060299708631323,0.02566976203564291,15,1,sentiment,sentiment_frame_00080,sentiment_original_051024_insights_into_ai_and_the_youth_sector_chunk_0053,sentiment_original_051024_insights_into_ai_and_the_youth_sector,markdown/cleaned/sentiment/051024_Insights into AI and the youth sector.md,a. Opportunities and new avenues to be explored,Such documentation and research will help increase reflection on the broader social implications of AI.,Such documentation and research,will help,increase reflection on the broader social implications of AI.,0.5473809523809523,hybrid_span_projection,hybrid_span_projection,0.001901027253227703
0,P0,enables_or_supports,5,P5,0.00805800056890251,0.00805800056890251,0.025265814175747615,20,2,policy,policy_frame_01734,policy_brisbanesde_ai_usage_policy_chunk_0004,policy_brisbanesde_ai_usage_policy,markdown/cleaned/policy/australia/brisbanesde-ai-usage-policy.md,Brisbane School of Distance Education,AI tools can support student learning in a variety of ways so long as this use does not compromise the authenticity of assessment.,AI tools,can support,student learning in a variety of ways so long as this use does not compromise the authenticity of assessment.,0.57,hybrid_span_projection,hybrid_span_projection,0.04156985583915419
0,P0,enables_or_supports,5,P5,0.00805800056890251,0.00805800056890251,0.025265814175747615,20,2,policy,policy_frame_03079,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy_chunk_0005,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy,markdown/cleaned/policy/australia/TAFE NSW Generative Artificial Intelligence in Education Policy.md,"6. Course Design, Delivery and Assessment","6.4 Where GenAI technology is intended to be used in teaching delivery or learning, TAFE NSW ensures that learners are supported to use the technology in accordance with this policy.",6.4 Where GenAI technology is,intended to,"be used in teaching delivery or learning, TAFE NSW ensures that learners are supported to use the technology in accordance with this policy.",0.6572898550724636,document_nmf_fallback,hybrid_span_projection,0.029281916044495187
0,P0,enables_or_supports,5,P5,0.00805800056890251,0.00805800056890251,0.025265814175747615,20,2,sentiment,sentiment_frame_00650,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0014,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform,markdown/cleaned/sentiment/Survey on artificial intelligence for teaching and learning – Results _ European School Education Platform.md,A. Very likely / B. Partially likely / C. Not at all / D. No opinion,AI will enhance teachers' ability to support individual pupils 5.,AI will enhance teachers' ability,to support,individual pupils 5.,0.4406190476190476,hybrid_span_projection,document_nmf_fallback,0.006052608095839047
0,P0,enables_or_supports,5,P5,0.00805800056890251,0.00805800056890251,0.025265814175747615,20,2,sentiment,sentiment_frame_00163,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0031,sentiment_original_ai4t_wp3_d3_3_nr_ireland,markdown/cleaned/sentiment/AI4T_WP3_D3.3_NR_Ireland.md,Teachers' perceived usefulness of AI for teaching tasks,"The remaining participant mentioned individualised learning pathways for students ('To help students focus, as they can see what they need to do in order to improve and get better grades, e.g., Athena Tracker is great for this').","The remaining participant mentioned individualised learning pathways for students ('To help students focus, as they can see what they need to do",in order to,"improve and get better grades, e.g., Athena Tracker is great for this').",0.7883006993006991,hybrid_span_projection,hybrid_span_projection,0.003539732763625913
7,P7,reduces_or_prevents,6,P6,0.013318904741375311,0.013318904741375311,0.02386427369010565,5,0,policy,policy_frame_01712,policy_asc_artificial_intelligence_policy_2025_chunk_0008,policy_asc_artificial_intelligence_policy_2025,markdown/cleaned/policy/australia/ASC-Artificial-Intelligence-Policy-2025.md,Responsible Use,"Responsible Use Responsible use of AI for students primarily refers to the safe use and access to AI tools and technologies, avoiding entering any personal information, identifiable data or similar.",Responsible Use Responsible use of AI for students primarily refers to the safe use and access to AI tools and technologies,avoiding,"entering any personal information, identifiable data or similar.",0.8142857142857143,hybrid_span_projection,hybrid_span_projection,0.1998375590904134
7,P7,reduces_or_prevents,6,P6,0.013318904741375311,0.013318904741375311,0.02386427369010565,5,0,policy,policy_frame_01134,policy_ai_policy_and_regulations_of_france_comprehensive_report_chunk_0012,policy_ai_policy_and_regulations_of_france_comprehensive_report,markdown/cleaned/policy/france/AI Policy and  Regulations of France:  Comprehensive Report.md,(III) Intellectual Property and Data Use in AI,"This was a significant step to reduce legal friction for AI development, aligning with France's goal to 'facilitate access to data' for innovation.",This was a significant step,to reduce,"legal friction for AI development, aligning with France's goal to 'facilitate access to data' for innovation.",0.62975,hybrid_span_projection,hybrid_span_projection,0.005381059218780985
7,P7,causes_or_increases,7,P7,-0.007874728054081017,0.007874728054081017,0.02318665623277164,15,3,policy,policy_frame_02208,policy_generative_artificial_intelligence_guidelines_chunk_0008,policy_generative_artificial_intelligence_guidelines,markdown/cleaned/policy/australia/generative-artificial-intelligence-guidelines.md,3.5. Use of generative AI in schools and the workplace,"Use of generative AI in schools and the workplace Generative AI has the potential to support the delivery of education services by streamlining tasks, generating ideas, creating resources and supporting students.",Use of generative AI in schools and the workplace Generative AI has the potential to support the delivery of education services by streamlining tasks,generating,"ideas, creating resources and supporting students.",0.7749999999999999,document_nmf_fallback,hybrid_span_projection,0.0075862935075387584
7,P7,causes_or_increases,7,P7,-0.007874728054081017,0.007874728054081017,0.02318665623277164,15,3,policy,policy_frame_02536,policy_k_12_artificial_intelligence_ai_use_guidelines_chunk_0001,policy_k_12_artificial_intelligence_ai_use_guidelines,markdown/cleaned/policy/usa/K-12 Artificial Intelligence (AI) Use Guidelines.md,Abstract,"We believe AI should serve as a tool that amplifies, rather than replaces, the expertise and judgment of our educators.",We believe AI should serve as a tool that,amplifies,"rather than replaces, the expertise and judgment of our educators.",0.7912698412698413,document_nmf_fallback,hybrid_span_projection,0.007184554079405437
7,P7,causes_or_increases,7,P7,-0.007874728054081017,0.007874728054081017,0.02318665623277164,15,3,sentiment,sentiment_frame_00602,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0017,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,markdown/cleaned/sentiment/qqi_generative-artificial-intelligence-survey-report-2025.md,Policies and guidance,Nearly 40% of staff (480 people) say they are not aware of any policies and guidance produced by their organisation for the use of GenAI by staff in teaching or the support of learning roles.,Nearly 40% of staff (480 people) say they are not aware of any policies and guidance,produced,by their organisation for the use of GenAI by staff in teaching or the support of learning roles.,0.9391666666666666,hybrid_span_projection,hybrid_span_projection,0.012945491963675003
7,P7,causes_or_increases,7,P7,-0.007874728054081017,0.007874728054081017,0.02318665623277164,15,3,sentiment,sentiment_frame_00181,sentiment_original_ai4t_wp3_d3_3_nr_ireland_chunk_0046,sentiment_original_ai4t_wp3_d3_3_nr_ireland,markdown/cleaned/sentiment/AI4T_WP3_D3.3_NR_Ireland.md,b) MOOC,"Right afterwards there was a quiz, and to be honest, I said this during my face-to-face day, that a lot of it I was just almost guessing, because I literally had just looked at it, and I was supposed to be tested on it, and I hadn't really had time to consume it all.","I literally had just looked at it, and I was supposed to be tested on it, and I hadn't really had time to consume it all.",because,"Right afterwards there was a quiz, and to be honest, I said this during my face-to-face day, that a lot of it I was just almost guessing",0.9562962962962962,document_nmf_fallback,document_nmf_fallback,0.004616627412104215
3,P3,causes_or_increases,6,P6,-0.009043483056911472,0.009043483056911472,0.021685325271800178,6,4,policy,policy_frame_03105,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity_chunk_0012,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,"markdown/cleaned/policy/usa/The New AI Powered Classroom  Implications  for Students, Teachers, and Equity.md",How the Pandemic Helped to Accelerate EdTech and Use of AI in Education,A competitive market of hybrid AI Ed-Tech tools competing for their adoption in schools is creating an environment that encourages an over-reliance on tools in an unregulated field carrying its own risks in bias and data privacy.,A competitive market of hybrid AI Ed-Tech tools competing for their adoption in schools is,creating,an environment that encourages an over-reliance on tools in an unregulated field carrying its own risks in bias and data privacy.,0.9005357142857142,hybrid_span_projection,hybrid_span_projection,0.004088412105381411
3,P3,causes_or_increases,6,P6,-0.009043483056911472,0.009043483056911472,0.021685325271800178,6,4,policy,policy_frame_02999,policy_our_ai_our_ambition_for_france_chunk_0013,policy_our_ai_our_ambition_for_france,markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,E INNOVATING TO CONTROL OUR FUTURE,"The amounts invested in AI in the United States are now 20 times greater than those invested in France For comparable wealth, we invest around three or four times less than the Americans, and the gap is likely to widen In the medium term, a structural increase in the allocation of savings to innovation is essential Proactive action must be taken quickly in this direction, for example with regard to tax incentives of life insurance, so that in a few years' time we will have a significantly increased capacity for financing In the short term, we propose the creation of a ""France & AI"" investment fund.","The amounts invested in AI in the United States are now 20 times greater than those invested in France For comparable wealth, we invest around three or four times less than the Americans, and the gap is likely to widen In the medium term, a structural",increase,"in the allocation of savings to innovation is essential Proactive action must be taken quickly in this direction, for example with regard to tax incentives of life insurance, so that in a few years' time we will have a significantly increased capacity for financing In the short term, we propose the creation of a ""France",0.7980727272727272,hybrid_span_projection,hybrid_span_projection,0.0038236543855883066
3,P3,causes_or_increases,6,P6,-0.009043483056911472,0.009043483056911472,0.021685325271800178,6,4,sentiment,sentiment_frame_00125,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand_chunk_0012,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,markdown/cleaned/sentiment/3RemittancesReview-Volume8-Issue4Saajdmalakand.md,Methodological Considerations in the Analysis of Public Perceptions of Artificial Intelligence,"For instance, the Demographics section serves as an indispensable stratifying agent for subsequent analytical procedures, though it is not without its limitations; the age categories are notably expansive and may fail to isolate perceptual differences within these ranges, while the gender categories, though inclusive, may not be universally applicable due to their Western-centric design.",their Western-centric design.,due to,"the age categories are notably expansive and may fail to isolate perceptual differences within these ranges, while the gender categories, though inclusive, may not be universally applicable",0.7333333333333333,hybrid_span_projection,document_nmf_fallback,0.008870153566919278
3,P3,causes_or_increases,6,P6,-0.009043483056911472,0.009043483056911472,0.021685325271800178,6,4,sentiment,sentiment_frame_00321,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0009,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,markdown/cleaned/sentiment/artificial intelligence in classrooms-QA0126065ENN.md,Ethics of AI,"Finally, having established this foundational overview of ethical questions emerging from the development and deployment of AI, it is also important to acknowledge that each domain in which AI is applied also raises specific ethical issues.","Finally, having established this foundational overview of ethical questions emerging from the development and deployment of AI, it is also important to acknowledge that each domain in which AI is applied also",raises,specific ethical issues.,0.7281249999999999,hybrid_span_projection,hybrid_span_projection,0.007060066636479329
4,P4,causes_or_increases,1,P1,-0.011746124446318125,0.011746124446318125,0.021046229703421643,1,4,policy,policy_frame_00331,policy_ai_cognitive_offloading_and_implications_for_education_chunk_0080,policy_ai_cognitive_offloading_and_implications_for_education,markdown/cleaned/policy/australia/ai-cognitive-offloading-and-implications-for-education.md,"Wolf, M. (2016). Tales of literacy for the 21 st century: The literary agenda . Oxford University Press.","The authors found that while AI use increased students' task-related self-efficacy, it also intensified their technological dependence.",The authors found that while AI use,increased,"students' task-related self-efficacy, it also intensified their technological dependence.",0.7276190476190476,document_nmf_fallback,hybrid_span_projection,0.0016828371317179612
4,P4,causes_or_increases,1,P1,-0.011746124446318125,0.011746124446318125,0.021046229703421643,1,4,sentiment,sentiment_frame_00357,sentiment_original_eprs_ata_2025_769494_en_chunk_0004,sentiment_original_eprs_ata_2025_769494_en,markdown/cleaned/sentiment/EPRS_ATA(2025)769494_EN.md,Challenges,"Children are particularly vulnerable to synthetic content such as deepfakes, and because of their still-developing cognitive abilities, can be manipulated more easily.","their still-developing cognitive abilities, can be manipulated more easily.",because of,"Children are particularly vulnerable to synthetic content such as deepfakes, and",0.8083116883116883,hybrid_span_projection,hybrid_span_projection,0.033611952330024
4,P4,causes_or_increases,1,P1,-0.011746124446318125,0.011746124446318125,0.021046229703421643,1,4,sentiment,sentiment_frame_00278,sentiment_original_ai_views_of_youth_workers_chunk_0022,sentiment_original_ai_views_of_youth_workers,markdown/cleaned/sentiment/AI_views of youth workers.md,New opportunities for data analysis and improved policy responses,"For 6 years, the algorithm wrongly identified families as fraudsters leading to a thousand children being taken to foster care (Heikilla, 2022).","For 6 years, the algorithm wrongly identified families as fraudsters",leading to,"a thousand children being taken to foster care (Heikilla, 2022).",0.8188571428571428,document_nmf_fallback,hybrid_span_projection,0.00790586749389838
8,P8,enables_or_supports,8,P8,0.007371882491124735,0.007371882491124735,0.02088611584466898,14,2,policy,policy_frame_00093,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en_chunk_0002,policy_2026_01_20_opening_statement_ruth_kennedy_revenue_commissioner_et_al_office_of_the_revenue_commissioners_en,markdown/cleaned/policy/ireland/2026-01-20_opening-statement-ruth-kennedy-revenue-commissioner-et-al-office-of-the-revenue-commissioners_en.md,"Opening Statement of Ruth Kennedy, Revenue Commissioner, to the Joint Committee on Artificial Intelligence on 20 January 2026.",Revenue's IT Executive has oversight of all ICT spend and each system development project has a tailored governance structure supporting its delivery.,Revenue's IT Executive has oversight of all ICT spend and each system development project has a tailored governance structure,supporting,its delivery.,0.5600999999999999,hybrid_span_projection,document_nmf_fallback,0.028910267738889935
8,P8,enables_or_supports,8,P8,0.007371882491124735,0.007371882491124735,0.02088611584466898,14,2,policy,policy_frame_02223,policy_generative_artificial_intelligence_in_schools_information_for_students_and_parents_chunk_0001,policy_generative_artificial_intelligence_in_schools_information_for_students_and_parents,markdown/cleaned/policy/australia/generative-artificial-intelligence-in-schools-information-for-students-and-parents.md,How can generative AI be used in schools or at home?,Schools may develop their own processes and expectations to help the school community meet these policy expectations.,Schools may develop their own processes and expectations,to help,the school community meet these policy expectations.,0.7026607142857142,hybrid_span_projection,hybrid_span_projection,0.02222675731735746
8,P8,enables_or_supports,8,P8,0.007371882491124735,0.007371882491124735,0.02088611584466898,14,2,sentiment,sentiment_frame_00591,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025_chunk_0001,sentiment_original_qqi_generative_artificial_intelligence_survey_report_2025,markdown/cleaned/sentiment/qqi_generative-artificial-intelligence-survey-report-2025.md,Overview,"Those 567 responses were omitted from the analysis, and the remaining 1,229 responses were considered as a total 100% for the purpose of the analysis.","Those 567 responses were omitted from the analysis, and the remaining 1,229 responses were considered as a total 100%",for the purpose of,the analysis.,0.5287499999999999,hybrid_span_projection,hybrid_span_projection,0.0095567731493621
8,P8,enables_or_supports,8,P8,0.007371882491124735,0.007371882491124735,0.02088611584466898,14,2,sentiment,sentiment_frame_00631,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform_chunk_0001,sentiment_original_survey_on_artificial_intelligence_for_teaching_and_learning_results_european_school_education_platform,markdown/cleaned/sentiment/Survey on artificial intelligence for teaching and learning – Results _ European School Education Platform.md,Survey on artificial intelligence for teaching and learning - Results,"Various European Commission initiatives aim to support public authorities, schools and teachers: - The European Digital Competence Framework (DigComp 3.0) integrates AI competence across all areas of digital competence, alongside cybersecurity, digital rights, wellbeing and the ability to address misinformation.",Various European Commission initiatives aim,to support,"public authorities, schools and teachers",0.6568571428571428,hybrid_span_projection,hybrid_span_projection,0.007951335715105645
6,P6,causes_or_increases,8,P8,-0.007895411141584333,0.007895411141584333,0.020836442643524113,9,4,policy,policy_frame_02983,policy_our_ai_our_ambition_for_france_chunk_0006,policy_our_ai_our_ambition_for_france,markdown/cleaned/policy/france/OUR_AI_OUR_AMBITION_FOR_FRANCE.md,A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT,"A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION CONTRIBUTES TO A COLLECTIVE PROJECT AI cannot conform to a previous model We also believe that the international community must take advantage of the window of opportunity in 2024 to bring together many initiatives under one umbrella To steer AI technologies, we recommend setting up a global governance structure with a coalition of like-minded countries.",A ASSERTING A RESPONSIBILITY PRINCIPLE SO THAT INNOVATION,CONTRIBUTES TO,"A COLLECTIVE PROJECT AI cannot conform to a previous model We also believe that the international community must take advantage of the window of opportunity in 2024 to bring together many initiatives under one umbrella To steer AI technologies, we recommend setting up a global governance structure with a coalition of like-minded countries.",0.5867405660377358,hybrid_span_projection,document_nmf_fallback,0.007544871988389098
6,P6,causes_or_increases,8,P8,-0.007895411141584333,0.007895411141584333,0.020836442643524113,9,4,policy,policy_frame_02133,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2_chunk_0006,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2,markdown/cleaned/policy/usa/Generative Artificial Intelligence (AI) in K-12 Classrooms v2.md,Why talk about AI now?,"A recent 2024 report from Google stated that they have increased total GHG emissions by 48% since 2019 , stating that this was 'primarily due to increases in data center energy consumption and supply chain emissions.",increases in data center energy consumption and supply chain emissions.,due to,"A recent 2024 report from Google stated that they have increased total GHG emissions by 48% since 2019 , stating that this was 'primarily",0.7867391304347826,hybrid_span_projection,document_nmf_fallback,0.0027157373762590163
6,P6,causes_or_increases,8,P8,-0.007895411141584333,0.007895411141584333,0.020836442643524113,9,4,sentiment,sentiment_frame_00136,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand_chunk_0023,sentiment_original_3remittancesreview_volume8_issue4saajdmalakand,markdown/cleaned/sentiment/3RemittancesReview-Volume8-Issue4Saajdmalakand.md,4.2 Qualitative Analysis under the themes of Fear,"Narratives: Within sectors like retail and healthcare, apprehensions centre around robotic automation superseding human tasks, leading to disquietude about the future role and relevance of human labour.","Within sectors like retail and healthcare, apprehensions centre around robotic automation superseding human tasks",leading to,disquietude about the future role and relevance of human labour.,0.8457142857142856,document_nmf_fallback,hybrid_span_projection,0.007983380921390304
6,P6,causes_or_increases,8,P8,-0.007895411141584333,0.007895411141584333,0.020836442643524113,9,4,sentiment,sentiment_frame_00312,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn_chunk_0006,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,markdown/cleaned/sentiment/artificial intelligence in classrooms-QA0126065ENN.md,Normative Ethics,"Normative Ethics ethically means undertaking actions that result in the 'best overall result', which is formalised in utilitarianism as being the 'greatest good for the greatest number of people'.",Normative Ethics ethically means undertaking actions that,result in,"the 'best overall result', which is formalised in utilitarianism as being the 'greatest good for the greatest number of people'.",0.7878571428571428,hybrid_span_projection,hybrid_span_projection,0.005138773125513319
6,P6,enables_or_supports,5,P5,0.007591436703369952,0.007591436703369952,0.020557991691215697,13,1,policy,policy_frame_03075,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy_chunk_0002,policy_tafe_nsw_generative_artificial_intelligence_in_education_policy,markdown/cleaned/policy/australia/TAFE NSW Generative Artificial Intelligence in Education Policy.md,4. Policy,"Policy - 4.1 TAFE NSW supports the responsible and ethical use of GenAI technology by its staff and learners in teaching, learning, scholarly practice and assessment practices to enrich learning and teaching.",Policy - 4.1 TAFE NSW,supports,"the responsible and ethical use of GenAI technology by its staff and learners in teaching, learning, scholarly practice and assessment practices to enrich learning and teaching.",0.6362076923076923,document_nmf_fallback,hybrid_span_projection,0.06828007567246142
6,P6,enables_or_supports,5,P5,0.007591436703369952,0.007591436703369952,0.020557991691215697,13,1,policy,policy_frame_02044,policy_four_states_guiding_principles_for_ai_in_education_2_chunk_0007,policy_four_states_guiding_principles_for_ai_in_education_2,markdown/cleaned/policy/usa/Four States Guiding Principles for AI in Education (2).md,[Human-Centered AI: Guidance for K-12 Public Schools](https://ospi.k12.wa.us/sites/default/files/2024-01/human-centered-ai-guidance-k-12-public-schools.pdf),"Ensuring ethical, equitable, and safe use of AI by protecting the privacy and security of data, addressing potential biases and harms, and promoting digital citizenship and responsibility.","Ensuring ethical, equitable, and safe use of AI by protecting the privacy and security of data, addressing potential biases and harms, and",promoting,digital citizenship and responsibility.,0.6842467532467532,hybrid_span_projection,hybrid_span_projection,0.02569719781605465
6,P6,enables_or_supports,5,P5,0.007591436703369952,0.007591436703369952,0.020557991691215697,13,1,sentiment,sentiment_frame_00375,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo_chunk_0008,sentiment_original_french_digital_society_digital_mediation_professionals_face_the_challenge_of_digital_remoteness_labo,markdown/cleaned/sentiment/French digital society_ digital mediation professionals face the challenge of digital remoteness - Labo.md,Impact on administrative mediators,"Invested with an institutionally-recognized mission to assist with administrative procedures, and insofar as they benefit from training that enables them to familiarize themselves with administrative procedures and interfaces, access point agents are much better equipped and trained than digital mediators or social workers to help people with their administrative procedures.","Invested with an institutionally-recognized mission to assist with administrative procedures, and insofar as they benefit from training that",enables,"them to familiarize themselves with administrative procedures and interfaces, access point agents are much better equipped and trained than digital mediators or social workers to help people with their administrative procedures.",0.8304838709677419,document_nmf_fallback,hybrid_span_projection,0.008359984914696353
